"Imbalance settlement period CET/CEST","Generation / + Imbalance price [Currency/MWh] - IBA|DK2","Generation / - Imbalance price [Currency/MWh] - IBA|DK2","Price for consumption [Currency/MWh] - IBA|DK2","Currency","Status","Total Imbalance [MWh] - IBA|DK2","Difference","Situation","Status"
"08.12.2023 20:00 - 08.12.2023 21:00","n/e","n/e","n/e","n/e","n/e","82","","Surplus","Final"
"08.12.2023 21:00 - 08.12.2023 22:00","n/e","n/e","n/e","n/e","n/e","155","","Deficit","Final"
"08.12.2023 22:00 - 08.12.2023 23:00","n/e","n/e","n/e","n/e","n/e","152","","Deficit","Final"
"08.12.2023 23:00 - 09.12.2023 00:00","n/e","n/e","n/e","n/e","n/e","205","","Deficit","Final"
"09.12.2023 00:00 - 09.12.2023 01:00","n/e","n/e","n/e","n/e","n/e","240","","Deficit","Final"
"09.12.2023 01:00 - 09.12.2023 02:00","n/e","n/e","n/e","n/e","n/e","201","","Deficit","Final"
"09.12.2023 02:00 - 09.12.2023 03:00","n/e","n/e","n/e","n/e","n/e","39","","Surplus","Final"
"09.12.2023 03:00 - 09.12.2023 04:00","n/e","n/e","n/e","n/e","n/e","34","","Deficit","Final"
"09.12.2023 04:00 - 09.12.2023 05:00","n/e","n/e","n/e","n/e","n/e","40","","Deficit","Final"
"09.12.2023 05:00 - 09.12.2023 06:00","n/e","n/e","n/e","n/e","n/e","7","","Deficit","Final"
"09.12.2023 06:00 - 09.12.2023 07:00","n/e","n/e","n/e","n/e","n/e","141","","Deficit","Final"
"09.12.2023 07:00 - 09.12.2023 08:00","n/e","n/e","n/e","n/e","n/e","528","","Deficit","Final"
"09.12.2023 08:00 - 09.12.2023 09:00","n/e","n/e","n/e","n/e","n/e","503","","Deficit","Final"
"09.12.2023 09:00 - 09.12.2023 10:00","n/e","n/e","n/e","n/e","n/e","630","","Deficit","Final"
"09.12.2023 10:00 - 09.12.2023 11:00","n/e","n/e","n/e","n/e","n/e","339","","Deficit","Final"
"09.12.2023 11:00 - 09.12.2023 12:00","n/e","n/e","n/e","n/e","n/e","456","","Deficit","Final"
"09.12.2023 12:00 - 09.12.2023 13:00","n/e","n/e","n/e","n/e","n/e","523","","Deficit","Final"
"09.12.2023 13:00 - 09.12.2023 14:00","n/e","n/e","n/e","n/e","n/e","523","","Deficit","Final"
"09.12.2023 14:00 - 09.12.2023 15:00","n/e","n/e","n/e","n/e","n/e","174","","Deficit","Final"
"09.12.2023 15:00 - 09.12.2023 16:00","n/e","n/e","n/e","n/e","n/e","158","","Deficit","Final"
"09.12.2023 16:00 - 09.12.2023 17:00","n/e","n/e","n/e","n/e","n/e","428","","Deficit","Final"
"09.12.2023 17:00 - 09.12.2023 18:00","n/e","n/e","n/e","n/e","n/e","565","","Deficit","Final"
"09.12.2023 18:00 - 09.12.2023 19:00","n/e","n/e","n/e","n/e","n/e","790","","Deficit","Final"
"09.12.2023 19:00 - 09.12.2023 20:00","n/e","n/e","n/e","n/e","n/e","692","","Deficit","Final"
"09.12.2023 20:00 - 09.12.2023 21:00","n/e","n/e","n/e","n/e","n/e","61","","Deficit","Final"
"09.12.2023 21:00 - 09.12.2023 22:00","n/e","n/e","n/e","n/e","n/e","38","","Deficit","Final"
"09.12.2023 22:00 - 09.12.2023 23:00","n/e","n/e","n/e","n/e","n/e","29","","Deficit","Final"
"09.12.2023 23:00 - 10.12.2023 00:00","n/e","n/e","n/e","n/e","n/e","272","","Deficit","Final"
"10.12.2023 00:00 - 10.12.2023 01:00","n/e","n/e","n/e","n/e","n/e","93","","Deficit","Final"
"10.12.2023 01:00 - 10.12.2023 02:00","n/e","n/e","n/e","n/e","n/e","24","","Deficit","Final"
"10.12.2023 02:00 - 10.12.2023 03:00","n/e","n/e","n/e","n/e","n/e","56","","Deficit","Final"
"10.12.2023 03:00 - 10.12.2023 04:00","n/e","n/e","n/e","n/e","n/e","76","","Deficit","Final"
"10.12.2023 04:00 - 10.12.2023 05:00","n/e","n/e","n/e","n/e","n/e","79","","Deficit","Final"
"10.12.2023 05:00 - 10.12.2023 06:00","n/e","n/e","n/e","n/e","n/e","85","","Deficit","Final"
"10.12.2023 06:00 - 10.12.2023 07:00","n/e","n/e","n/e","n/e","n/e","136","","Surplus","Final"
"10.12.2023 07:00 - 10.12.2023 08:00","n/e","n/e","n/e","n/e","n/e","109","","Deficit","Final"
"10.12.2023 08:00 - 10.12.2023 09:00","n/e","n/e","n/e","n/e","n/e","564","","Deficit","Final"
"10.12.2023 09:00 - 10.12.2023 10:00","n/e","n/e","n/e","n/e","n/e","448","","Deficit","Final"
"10.12.2023 10:00 - 10.12.2023 11:00","n/e","n/e","n/e","n/e","n/e","361","","Deficit","Final"
"10.12.2023 11:00 - 10.12.2023 12:00","n/e","n/e","n/e","n/e","n/e","332","","Deficit","Final"
"10.12.2023 12:00 - 10.12.2023 13:00","n/e","n/e","n/e","n/e","n/e","362","","Deficit","Final"
"10.12.2023 13:00 - 10.12.2023 14:00","n/e","n/e","n/e","n/e","n/e","262","","Deficit","Final"
"10.12.2023 14:00 - 10.12.2023 15:00","n/e","n/e","n/e","n/e","n/e","290","","Deficit","Final"
"10.12.2023 15:00 - 10.12.2023 16:00","n/e","n/e","n/e","n/e","n/e","329","","Deficit","Final"
"10.12.2023 16:00 - 10.12.2023 17:00","n/e","n/e","n/e","n/e","n/e","396","","Deficit","Final"
"10.12.2023 17:00 - 10.12.2023 18:00","n/e","n/e","n/e","n/e","n/e","250","","Deficit","Final"
"10.12.2023 18:00 - 10.12.2023 19:00","n/e","n/e","n/e","n/e","n/e","95","","Deficit","Final"
"10.12.2023 19:00 - 10.12.2023 20:00","n/e","n/e","n/e","n/e","n/e","311","","Deficit","Final"
"10.12.2023 20:00 - 10.12.2023 21:00","n/e","n/e","n/e","n/e","n/e","408","","Deficit","Final"
"10.12.2023 21:00 - 10.12.2023 22:00","n/e","n/e","n/e","n/e","n/e","283","","Deficit","Final"
"10.12.2023 22:00 - 10.12.2023 23:00","n/e","n/e","n/e","n/e","n/e","155","","Deficit","Final"
"10.12.2023 23:00 - 11.12.2023 00:00","n/e","n/e","n/e","n/e","n/e","412","","Deficit","Final"
"11.12.2023 00:00 - 11.12.2023 01:00","n/e","n/e","n/e","n/e","n/e","18","","Surplus","Final"
"11.12.2023 01:00 - 11.12.2023 02:00","n/e","n/e","n/e","n/e","n/e","363","","Surplus","Final"
"11.12.2023 02:00 - 11.12.2023 03:00","n/e","n/e","n/e","n/e","n/e","432","","Surplus","Final"
"11.12.2023 03:00 - 11.12.2023 04:00","n/e","n/e","n/e","n/e","n/e","213","","Surplus","Final"
"11.12.2023 04:00 - 11.12.2023 05:00","n/e","n/e","n/e","n/e","n/e","218","","Surplus","Final"
"11.12.2023 05:00 - 11.12.2023 06:00","n/e","n/e","n/e","n/e","n/e","69","","Surplus","Final"
"11.12.2023 06:00 - 11.12.2023 07:00","n/e","n/e","n/e","n/e","n/e","110","","Deficit","Final"
"11.12.2023 07:00 - 11.12.2023 08:00","n/e","n/e","n/e","n/e","n/e","177","","Deficit","Final"
"11.12.2023 08:00 - 11.12.2023 09:00","n/e","n/e","n/e","n/e","n/e","131","","Deficit","Final"
"11.12.2023 09:00 - 11.12.2023 10:00","n/e","n/e","n/e","n/e","n/e","320","","Deficit","Final"
"11.12.2023 10:00 - 11.12.2023 11:00","n/e","n/e","n/e","n/e","n/e","338","","Deficit","Final"
"11.12.2023 11:00 - 11.12.2023 12:00","n/e","n/e","n/e","n/e","n/e","321","","Deficit","Final"
"11.12.2023 12:00 - 11.12.2023 13:00","n/e","n/e","n/e","n/e","n/e","17","","Deficit","Final"
"11.12.2023 13:00 - 11.12.2023 14:00","n/e","n/e","n/e","n/e","n/e","266","","Deficit","Final"
"11.12.2023 14:00 - 11.12.2023 15:00","n/e","n/e","n/e","n/e","n/e","256","","Deficit","Final"
"11.12.2023 15:00 - 11.12.2023 16:00","n/e","n/e","n/e","n/e","n/e","333","","Deficit","Final"
"11.12.2023 16:00 - 11.12.2023 17:00","n/e","n/e","n/e","n/e","n/e","492","","Deficit","Final"
"11.12.2023 17:00 - 11.12.2023 18:00","n/e","n/e","n/e","n/e","n/e","622","","Deficit","Final"
"11.12.2023 18:00 - 11.12.2023 19:00","n/e","n/e","n/e","n/e","n/e","386","","Deficit","Final"
"11.12.2023 19:00 - 11.12.2023 20:00","n/e","n/e","n/e","n/e","n/e","27","","Deficit","Final"
"11.12.2023 20:00 - 11.12.2023 21:00","n/e","n/e","n/e","n/e","n/e","20","","Deficit","Final"
"11.12.2023 21:00 - 11.12.2023 22:00","n/e","n/e","n/e","n/e","n/e","128","","Deficit","Final"
"11.12.2023 22:00 - 11.12.2023 23:00","n/e","n/e","n/e","n/e","n/e","47","","Deficit","Final"
"11.12.2023 23:00 - 12.12.2023 00:00","n/e","n/e","n/e","n/e","n/e","173","","Deficit","Final"
"12.12.2023 00:00 - 12.12.2023 01:00","n/e","n/e","n/e","n/e","n/e","146","","Deficit","Final"
"12.12.2023 01:00 - 12.12.2023 02:00","n/e","n/e","n/e","n/e","n/e","138","","Deficit","Final"
"12.12.2023 02:00 - 12.12.2023 03:00","n/e","n/e","n/e","n/e","n/e","14","","Surplus","Final"
"12.12.2023 03:00 - 12.12.2023 04:00","n/e","n/e","n/e","n/e","n/e","78","","Deficit","Final"
"12.12.2023 04:00 - 12.12.2023 05:00","n/e","n/e","n/e","n/e","n/e","45","","Surplus","Final"
"12.12.2023 05:00 - 12.12.2023 06:00","n/e","n/e","n/e","n/e","n/e","51","","Deficit","Final"
"12.12.2023 06:00 - 12.12.2023 07:00","n/e","n/e","n/e","n/e","n/e","310","","Deficit","Final"
"12.12.2023 07:00 - 12.12.2023 08:00","n/e","n/e","n/e","n/e","n/e","340","","Deficit","Final"
"12.12.2023 08:00 - 12.12.2023 09:00","n/e","n/e","n/e","n/e","n/e","185","","Deficit","Final"
"12.12.2023 09:00 - 12.12.2023 10:00","n/e","n/e","n/e","n/e","n/e","65","","Deficit","Final"
"12.12.2023 10:00 - 12.12.2023 11:00","n/e","n/e","n/e","n/e","n/e","160","","Surplus","Final"
"12.12.2023 11:00 - 12.12.2023 12:00","n/e","n/e","n/e","n/e","n/e","195","","Surplus","Final"
"12.12.2023 12:00 - 12.12.2023 13:00","n/e","n/e","n/e","n/e","n/e","297","","Surplus","Final"
"12.12.2023 13:00 - 12.12.2023 14:00","n/e","n/e","n/e","n/e","n/e","201","","Surplus","Final"
"12.12.2023 14:00 - 12.12.2023 15:00","n/e","n/e","n/e","n/e","n/e","317","","Surplus","Final"
"12.12.2023 15:00 - 12.12.2023 16:00","n/e","n/e","n/e","n/e","n/e","127","","Surplus","Final"
"12.12.2023 16:00 - 12.12.2023 17:00","n/e","n/e","n/e","n/e","n/e","108","","Surplus","Final"
"12.12.2023 17:00 - 12.12.2023 18:00","n/e","n/e","n/e","n/e","n/e","122","","Surplus","Final"
"12.12.2023 18:00 - 12.12.2023 19:00","n/e","n/e","n/e","n/e","n/e","9","","Surplus","Final"
"12.12.2023 19:00 - 12.12.2023 20:00","n/e","n/e","n/e","n/e","n/e","305","","Deficit","Final"
"12.12.2023 20:00 - 12.12.2023 21:00","n/e","n/e","n/e","n/e","n/e","430","","Surplus","Final"
"12.12.2023 21:00 - 12.12.2023 22:00","n/e","n/e","n/e","n/e","n/e","342","","Surplus","Final"
"12.12.2023 22:00 - 12.12.2023 23:00","n/e","n/e","n/e","n/e","n/e","341","","Surplus","Final"
"12.12.2023 23:00 - 13.12.2023 00:00","n/e","n/e","n/e","n/e","n/e","206","","Surplus","Final"
"13.12.2023 00:00 - 13.12.2023 01:00","n/e","n/e","n/e","n/e","n/e","264","","Surplus","Final"
"13.12.2023 01:00 - 13.12.2023 02:00","n/e","n/e","n/e","n/e","n/e","196","","Surplus","Final"
"13.12.2023 02:00 - 13.12.2023 03:00","n/e","n/e","n/e","n/e","n/e","291","","Surplus","Final"
"13.12.2023 03:00 - 13.12.2023 04:00","n/e","n/e","n/e","n/e","n/e","144","","Surplus","Final"
"13.12.2023 04:00 - 13.12.2023 05:00","n/e","n/e","n/e","n/e","n/e","271","","Surplus","Final"
"13.12.2023 05:00 - 13.12.2023 06:00","n/e","n/e","n/e","n/e","n/e","303","","Surplus","Final"
"13.12.2023 06:00 - 13.12.2023 07:00","n/e","n/e","n/e","n/e","n/e","258","","Surplus","Final"
"13.12.2023 07:00 - 13.12.2023 08:00","n/e","n/e","n/e","n/e","n/e","210","","Surplus","Final"
"13.12.2023 08:00 - 13.12.2023 09:00","n/e","n/e","n/e","n/e","n/e","155","","Surplus","Final"
"13.12.2023 09:00 - 13.12.2023 10:00","n/e","n/e","n/e","n/e","n/e","278","","Surplus","Final"
"13.12.2023 10:00 - 13.12.2023 11:00","n/e","n/e","n/e","n/e","n/e","108","","Surplus","Final"
"13.12.2023 11:00 - 13.12.2023 12:00","n/e","n/e","n/e","n/e","n/e","479","","Surplus","Final"
"13.12.2023 12:00 - 13.12.2023 13:00","n/e","n/e","n/e","n/e","n/e","403","","Surplus","Final"
"13.12.2023 13:00 - 13.12.2023 14:00","n/e","n/e","n/e","n/e","n/e","12","","Surplus","Final"
"13.12.2023 14:00 - 13.12.2023 15:00","n/e","n/e","n/e","n/e","n/e","63","","Surplus","Final"
"13.12.2023 15:00 - 13.12.2023 16:00","n/e","n/e","n/e","n/e","n/e","176","","Deficit","Final"
"13.12.2023 16:00 - 13.12.2023 17:00","n/e","n/e","n/e","n/e","n/e","255","","Deficit","Final"
"13.12.2023 17:00 - 13.12.2023 18:00","n/e","n/e","n/e","n/e","n/e","390","","Deficit","Final"
"13.12.2023 18:00 - 13.12.2023 19:00","n/e","n/e","n/e","n/e","n/e","254","","Deficit","Final"
"13.12.2023 19:00 - 13.12.2023 20:00","n/e","n/e","n/e","n/e","n/e","228","","Deficit","Final"
"13.12.2023 20:00 - 13.12.2023 21:00","n/e","n/e","n/e","n/e","n/e","279","","Deficit","Final"
"13.12.2023 21:00 - 13.12.2023 22:00","n/e","n/e","n/e","n/e","n/e","309","","Deficit","Final"
"13.12.2023 22:00 - 13.12.2023 23:00","n/e","n/e","n/e","n/e","n/e","241","","Deficit","Final"
"13.12.2023 23:00 - 14.12.2023 00:00","n/e","n/e","n/e","n/e","n/e","180","","Deficit","Final"
"14.12.2023 00:00 - 14.12.2023 01:00","n/e","n/e","n/e","n/e","n/e","163","","Deficit","Final"
"14.12.2023 01:00 - 14.12.2023 02:00","n/e","n/e","n/e","n/e","n/e","151","","Deficit","Final"
"14.12.2023 02:00 - 14.12.2023 03:00","n/e","n/e","n/e","n/e","n/e","246","","Deficit","Final"
"14.12.2023 03:00 - 14.12.2023 04:00","n/e","n/e","n/e","n/e","n/e","334","","Deficit","Final"
"14.12.2023 04:00 - 14.12.2023 05:00","n/e","n/e","n/e","n/e","n/e","306","","Deficit","Final"
"14.12.2023 05:00 - 14.12.2023 06:00","n/e","n/e","n/e","n/e","n/e","235","","Deficit","Final"
"14.12.2023 06:00 - 14.12.2023 07:00","n/e","n/e","n/e","n/e","n/e","218","","Surplus","Final"
"14.12.2023 07:00 - 14.12.2023 08:00","n/e","n/e","n/e","n/e","n/e","76","","Surplus","Final"
"14.12.2023 08:00 - 14.12.2023 09:00","n/e","n/e","n/e","n/e","n/e","177","","Deficit","Final"
"14.12.2023 09:00 - 14.12.2023 10:00","n/e","n/e","n/e","n/e","n/e","107","","Deficit","Final"
"14.12.2023 10:00 - 14.12.2023 11:00","n/e","n/e","n/e","n/e","n/e","60","","Deficit","Final"
"14.12.2023 11:00 - 14.12.2023 12:00","n/e","n/e","n/e","n/e","n/e","85","","Deficit","Final"
"14.12.2023 12:00 - 14.12.2023 13:00","n/e","n/e","n/e","n/e","n/e","167","","Deficit","Final"
"14.12.2023 13:00 - 14.12.2023 14:00","n/e","n/e","n/e","n/e","n/e","209","","Deficit","Final"
"14.12.2023 14:00 - 14.12.2023 15:00","n/e","n/e","n/e","n/e","n/e","421","","Deficit","Final"
"14.12.2023 15:00 - 14.12.2023 16:00","n/e","n/e","n/e","n/e","n/e","155","","Surplus","Final"
"14.12.2023 16:00 - 14.12.2023 17:00","n/e","n/e","n/e","n/e","n/e","395","","Surplus","Final"
"14.12.2023 17:00 - 14.12.2023 18:00","n/e","n/e","n/e","n/e","n/e","124","","Surplus","Final"
"14.12.2023 18:00 - 14.12.2023 19:00","n/e","n/e","n/e","n/e","n/e","121","","Surplus","Final"
"14.12.2023 19:00 - 14.12.2023 20:00","n/e","n/e","n/e","n/e","n/e","107","","Deficit","Final"
"14.12.2023 20:00 - 14.12.2023 21:00","n/e","n/e","n/e","n/e","n/e","38","","Deficit","Final"
"14.12.2023 21:00 - 14.12.2023 22:00","n/e","n/e","n/e","n/e","n/e","104","","Surplus","Final"
"14.12.2023 22:00 - 14.12.2023 23:00","n/e","n/e","n/e","n/e","n/e","35","","Surplus","Final"
"14.12.2023 23:00 - 15.12.2023 00:00","n/e","n/e","n/e","n/e","n/e","364","","Deficit","Final"
"15.12.2023 00:00 - 15.12.2023 01:00","n/e","n/e","n/e","n/e","n/e","180","","Deficit","Final"
"15.12.2023 01:00 - 15.12.2023 02:00","n/e","n/e","n/e","n/e","n/e","275","","Deficit","Final"
"15.12.2023 02:00 - 15.12.2023 03:00","n/e","n/e","n/e","n/e","n/e","62","","Deficit","Final"
"15.12.2023 03:00 - 15.12.2023 04:00","n/e","n/e","n/e","n/e","n/e","154","","Surplus","Final"
"15.12.2023 04:00 - 15.12.2023 05:00","n/e","n/e","n/e","n/e","n/e","108","","Surplus","Final"
"15.12.2023 05:00 - 15.12.2023 06:00","n/e","n/e","n/e","n/e","n/e","130","","Deficit","Final"
"15.12.2023 06:00 - 15.12.2023 07:00","n/e","n/e","n/e","n/e","n/e","7","","Deficit","Final"
"15.12.2023 07:00 - 15.12.2023 08:00","n/e","n/e","n/e","n/e","n/e","47","","Deficit","Final"
"15.12.2023 08:00 - 15.12.2023 09:00","n/e","n/e","n/e","n/e","n/e","19","","Deficit","Final"
"15.12.2023 09:00 - 15.12.2023 10:00","n/e","n/e","n/e","n/e","n/e","322","","Deficit","Final"
"15.12.2023 10:00 - 15.12.2023 11:00","n/e","n/e","n/e","n/e","n/e","348","","Deficit","Final"
"15.12.2023 11:00 - 15.12.2023 12:00","n/e","n/e","n/e","n/e","n/e","553","","Deficit","Final"
"15.12.2023 12:00 - 15.12.2023 13:00","n/e","n/e","n/e","n/e","n/e","136","","Deficit","Final"
"15.12.2023 13:00 - 15.12.2023 14:00","n/e","n/e","n/e","n/e","n/e","106","","Deficit","Final"
"15.12.2023 14:00 - 15.12.2023 15:00","n/e","n/e","n/e","n/e","n/e","359","","Deficit","Final"
"15.12.2023 15:00 - 15.12.2023 16:00","n/e","n/e","n/e","n/e","n/e","387","","Deficit","Final"
"15.12.2023 16:00 - 15.12.2023 17:00","n/e","n/e","n/e","n/e","n/e","121","","Deficit","Final"
"15.12.2023 17:00 - 15.12.2023 18:00","n/e","n/e","n/e","n/e","n/e","277","","Surplus","Final"
"15.12.2023 18:00 - 15.12.2023 19:00","n/e","n/e","n/e","n/e","n/e","236","","Surplus","Final"
"15.12.2023 19:00 - 15.12.2023 20:00","n/e","n/e","n/e","n/e","n/e","96","","Deficit","Final"
"15.12.2023 20:00 - 15.12.2023 21:00","n/e","n/e","n/e","n/e","n/e","38","","Surplus","Final"
"15.12.2023 21:00 - 15.12.2023 22:00","n/e","n/e","n/e","n/e","n/e","173","","Deficit","Final"
"15.12.2023 22:00 - 15.12.2023 23:00","n/e","n/e","n/e","n/e","n/e","203","","Deficit","Final"
"15.12.2023 23:00 - 16.12.2023 00:00","n/e","n/e","n/e","n/e","n/e","297","","Deficit","Final"
"16.12.2023 00:00 - 16.12.2023 01:00","n/e","n/e","n/e","n/e","n/e","266","","Deficit","Final"
"16.12.2023 01:00 - 16.12.2023 02:00","n/e","n/e","n/e","n/e","n/e","223","","Deficit","Final"
"16.12.2023 02:00 - 16.12.2023 03:00","n/e","n/e","n/e","n/e","n/e","315","","Deficit","Final"
"16.12.2023 03:00 - 16.12.2023 04:00","n/e","n/e","n/e","n/e","n/e","200","","Deficit","Final"
"16.12.2023 04:00 - 16.12.2023 05:00","n/e","n/e","n/e","n/e","n/e","162","","Deficit","Final"
"16.12.2023 05:00 - 16.12.2023 06:00","n/e","n/e","n/e","n/e","n/e","192","","Deficit","Final"
"16.12.2023 06:00 - 16.12.2023 07:00","n/e","n/e","n/e","n/e","n/e","181","","Deficit","Final"
"16.12.2023 07:00 - 16.12.2023 08:00","n/e","n/e","n/e","n/e","n/e","170","","Deficit","Final"
"16.12.2023 08:00 - 16.12.2023 09:00","n/e","n/e","n/e","n/e","n/e","99","","Deficit","Final"
"16.12.2023 09:00 - 16.12.2023 10:00","n/e","n/e","n/e","n/e","n/e","117","","Deficit","Final"
"16.12.2023 10:00 - 16.12.2023 11:00","n/e","n/e","n/e","n/e","n/e","154","","Deficit","Final"
"16.12.2023 11:00 - 16.12.2023 12:00","n/e","n/e","n/e","n/e","n/e","86","","Deficit","Final"
"16.12.2023 12:00 - 16.12.2023 13:00","n/e","n/e","n/e","n/e","n/e","48","","Deficit","Final"
"16.12.2023 13:00 - 16.12.2023 14:00","n/e","n/e","n/e","n/e","n/e","223","","Deficit","Final"
"16.12.2023 14:00 - 16.12.2023 15:00","n/e","n/e","n/e","n/e","n/e","292","","Deficit","Final"
"16.12.2023 15:00 - 16.12.2023 16:00","n/e","n/e","n/e","n/e","n/e","479","","Deficit","Final"
"16.12.2023 16:00 - 16.12.2023 17:00","n/e","n/e","n/e","n/e","n/e","385","","Deficit","Final"
"16.12.2023 17:00 - 16.12.2023 18:00","n/e","n/e","n/e","n/e","n/e","321","","Deficit","Final"
"16.12.2023 18:00 - 16.12.2023 19:00","n/e","n/e","n/e","n/e","n/e","282","","Deficit","Final"
"16.12.2023 19:00 - 16.12.2023 20:00","n/e","n/e","n/e","n/e","n/e","285","","Deficit","Final"
"16.12.2023 20:00 - 16.12.2023 21:00","n/e","n/e","n/e","n/e","n/e","306","","Deficit","Final"
"16.12.2023 21:00 - 16.12.2023 22:00","n/e","n/e","n/e","n/e","n/e","389","","Deficit","Final"
"16.12.2023 22:00 - 16.12.2023 23:00","n/e","n/e","n/e","n/e","n/e","569","","Deficit","Final"
"16.12.2023 23:00 - 17.12.2023 00:00","n/e","n/e","n/e","n/e","n/e","559","","Deficit","Final"
"17.12.2023 00:00 - 17.12.2023 01:00","n/e","n/e","n/e","n/e","n/e","297","","Deficit","Final"
"17.12.2023 01:00 - 17.12.2023 02:00","n/e","n/e","n/e","n/e","n/e","232","","Deficit","Final"
"17.12.2023 02:00 - 17.12.2023 03:00","n/e","n/e","n/e","n/e","n/e","284","","Deficit","Final"
"17.12.2023 03:00 - 17.12.2023 04:00","n/e","n/e","n/e","n/e","n/e","272","","Deficit","Final"
"17.12.2023 04:00 - 17.12.2023 05:00","n/e","n/e","n/e","n/e","n/e","265","","Deficit","Final"
"17.12.2023 05:00 - 17.12.2023 06:00","n/e","n/e","n/e","n/e","n/e","218","","Deficit","Final"
"17.12.2023 06:00 - 17.12.2023 07:00","n/e","n/e","n/e","n/e","n/e","134","","Deficit","Final"
"17.12.2023 07:00 - 17.12.2023 08:00","n/e","n/e","n/e","n/e","n/e","185","","Deficit","Final"
"17.12.2023 08:00 - 17.12.2023 09:00","n/e","n/e","n/e","n/e","n/e","249","","Deficit","Final"
"17.12.2023 09:00 - 17.12.2023 10:00","n/e","n/e","n/e","n/e","n/e","181","","Deficit","Final"
"17.12.2023 10:00 - 17.12.2023 11:00","n/e","n/e","n/e","n/e","n/e","158","","Deficit","Final"
"17.12.2023 11:00 - 17.12.2023 12:00","n/e","n/e","n/e","n/e","n/e","111","","Deficit","Final"
"17.12.2023 12:00 - 17.12.2023 13:00","n/e","n/e","n/e","n/e","n/e","306","","Deficit","Final"
"17.12.2023 13:00 - 17.12.2023 14:00","n/e","n/e","n/e","n/e","n/e","91","","Deficit","Final"
"17.12.2023 14:00 - 17.12.2023 15:00","n/e","n/e","n/e","n/e","n/e","8","","Surplus","Final"
"17.12.2023 15:00 - 17.12.2023 16:00","n/e","n/e","n/e","n/e","n/e","24","","Surplus","Final"
"17.12.2023 16:00 - 17.12.2023 17:00","n/e","n/e","n/e","n/e","n/e","47","","Surplus","Final"
"17.12.2023 17:00 - 17.12.2023 18:00","n/e","n/e","n/e","n/e","n/e","89","","Deficit","Final"
"17.12.2023 18:00 - 17.12.2023 19:00","n/e","n/e","n/e","n/e","n/e","22","","Deficit","Final"
"17.12.2023 19:00 - 17.12.2023 20:00","n/e","n/e","n/e","n/e","n/e","8","","Deficit","Final"
"17.12.2023 20:00 - 17.12.2023 21:00","n/e","n/e","n/e","n/e","n/e","99","","Deficit","Final"
"17.12.2023 21:00 - 17.12.2023 22:00","n/e","n/e","n/e","n/e","n/e","66","","Deficit","Final"
"17.12.2023 22:00 - 17.12.2023 23:00","n/e","n/e","n/e","n/e","n/e","79","","Deficit","Final"
"17.12.2023 23:00 - 18.12.2023 00:00","n/e","n/e","n/e","n/e","n/e","72","","Deficit","Final"
"18.12.2023 00:00 - 18.12.2023 01:00","n/e","n/e","n/e","n/e","n/e","42","","Deficit","Final"
"18.12.2023 01:00 - 18.12.2023 02:00","n/e","n/e","n/e","n/e","n/e","114","","Deficit","Final"
"18.12.2023 02:00 - 18.12.2023 03:00","n/e","n/e","n/e","n/e","n/e","104","","Deficit","Final"
"18.12.2023 03:00 - 18.12.2023 04:00","n/e","n/e","n/e","n/e","n/e","132","","Deficit","Final"
"18.12.2023 04:00 - 18.12.2023 05:00","n/e","n/e","n/e","n/e","n/e","148","","Deficit","Final"
"18.12.2023 05:00 - 18.12.2023 06:00","n/e","n/e","n/e","n/e","n/e","27","","Deficit","Final"
"18.12.2023 06:00 - 18.12.2023 07:00","n/e","n/e","n/e","n/e","n/e","60","","Deficit","Final"
"18.12.2023 07:00 - 18.12.2023 08:00","n/e","n/e","n/e","n/e","n/e","124","","Deficit","Final"
"18.12.2023 08:00 - 18.12.2023 09:00","n/e","n/e","n/e","n/e","n/e","233","","Deficit","Final"
"18.12.2023 09:00 - 18.12.2023 10:00","n/e","n/e","n/e","n/e","n/e","199","","Deficit","Final"
"18.12.2023 10:00 - 18.12.2023 11:00","n/e","n/e","n/e","n/e","n/e","138","","Deficit","Final"
"18.12.2023 11:00 - 18.12.2023 12:00","n/e","n/e","n/e","n/e","n/e","79","","Deficit","Final"
"18.12.2023 12:00 - 18.12.2023 13:00","n/e","n/e","n/e","n/e","n/e","95","","Deficit","Final"
"18.12.2023 13:00 - 18.12.2023 14:00","n/e","n/e","n/e","n/e","n/e","189","","Deficit","Final"
"18.12.2023 14:00 - 18.12.2023 15:00","n/e","n/e","n/e","n/e","n/e","223","","Deficit","Final"
"18.12.2023 15:00 - 18.12.2023 16:00","n/e","n/e","n/e","n/e","n/e","233","","Deficit","Final"
"18.12.2023 16:00 - 18.12.2023 17:00","n/e","n/e","n/e","n/e","n/e","280","","Deficit","Final"
"18.12.2023 17:00 - 18.12.2023 18:00","n/e","n/e","n/e","n/e","n/e","363","","Deficit","Final"
"18.12.2023 18:00 - 18.12.2023 19:00","n/e","n/e","n/e","n/e","n/e","223","","Deficit","Final"
"18.12.2023 19:00 - 18.12.2023 20:00","n/e","n/e","n/e","n/e","n/e","339","","Deficit","Final"
"18.12.2023 20:00 - 18.12.2023 21:00","n/e","n/e","n/e","n/e","n/e","163","","Deficit","Final"
"18.12.2023 21:00 - 18.12.2023 22:00","n/e","n/e","n/e","n/e","n/e","89","","Deficit","Final"
"18.12.2023 22:00 - 18.12.2023 23:00","n/e","n/e","n/e","n/e","n/e","107","","Deficit","Final"
